,price
21529,32000
32031,16000
49879,40599
18754,22000
46619,69250
18689,10500
22878,85495
33539,24950
51331,49500
52857,14500
1421,35999
6545,43500
52157,38500
53834,17500
39396,33900
26221,38005
15037,69000
29587,49999
43820,49900
15078,75500
106,9000
40087,20900
15287,64000
17595,36590
52734,25695
4108,37900
44328,7300
43274,37500
54239,81900
18639,12500
5500,27599
9439,65000
36875,33999
22728,41500
12781,47645
44751,63900
37863,49000
23903,51999
35520,21500
49721,30000
24775,39999
50579,14900
11076,37000
26987,32000
14433,44495
7309,18200
11206,3990
5763,45277
14300,55000
12500,22999
16964,6500
25044,45855
7911,10500
38287,4200
9519,7500
23120,35557
41909,52000
53708,89000
12220,14500
24474,17800
22850,52500
37766,15300
7852,48000
12302,33500
53921,14200
40974,20900
51412,26000
5000,33000
41942,40000
53688,14500
1651,12000
6088,43147
40732,20000
13453,52500
53875,11200
54173,22500
42450,7999
3838,35000
8495,32100
16453,28500
14402,19795
2371,26999
41686,31000
50510,13000
31996,7500
32705,49599
14505,79950
16183,5800
54252,26500
19529,10995
6582,4800
47899,29999
32099,36000
1467,16500
3649,68500
38856,44400
51487,47500
29151,60000
41335,46500
52357,12000
5855,39500
38927,26500
29707,12800
33538,8500
10023,44850
8678,77999
42544,7900
44398,15000
3278,19999
16376,11250
8086,31000
24710,9000
33050,9000
9752,15000
38604,17495
26511,11999
2049,42998
35451,6299
4367,56000
31777,55000
15847,27700
566,12500
42333,12000
26746,53000
25602,35345
40247,24700
43188,18000
8627,49999
14048,28999
42288,35000
38468,79999
1978,31331
31818,21500
20983,16900
15012,26900
41613,32000
13539,37500
66,19500
41092,11400
44793,19500
3677,85500
33829,36000
41804,6500
16930,11500
19180,32000
14928,39000
6853,12900
52991,54800
48707,15000
36413,12000
21364,17000
30182,37900
30662,21750
2376,11500
28227,15000
40286,42500
21105,21500
2211,12000
40581,44495
24036,76000
18128,20000
40933,19980
39219,19500
30010,28825
38328,24000
17558,36800
27746,47756
48778,18999
3814,15000
51555,24991
15468,29000
27175,41900
23509,20995
18070,10500
32721,18200
19022,6000
47154,66400
553,36969
53485,9000
46062,6100
35521,67800
44284,31700
21016,36949
21555,12700
40242,13500
50337,39951
19257,39995
25706,36000
10781,44990
19215,8100
48813,30999
48593,52645
24900,2500
10762,5500
54218,14000
43441,30500
51748,13000
27490,29895
44229,35645
25594,27633
33955,47500
13256,17000
23283,7200
53002,34500
52334,36000
24782,35707
25047,40000
42327,25215
29825,20995
44588,24900
15849,79950
12889,70000
11355,72995
50640,3850
39046,20000
25651,11499
21810,18000
46721,49999
2654,58900
49989,12400
25282,65000
36917,5899
39237,21995
3342,17500
17248,18000
38990,26000
13823,3500
23058,6000
20208,2500
26482,47500
16465,32000
17637,23000
37190,6500
14071,6995
20813,4500
25151,28000
13040,63000
29350,16000
37273,15000
28705,18500
44944,26000
24663,15900
2050,22000
17416,30900
52201,33333
49643,12500
2471,22500
5603,43000
36308,59000
881,13600
30900,29000
17553,12000
45738,23500
8034,63500
8162,18795
41553,24995
30907,3900
22946,85495
3078,19000
38573,32000
2493,13500
46231,46552
20487,22800
52161,24500
27475,17500
36686,40500
3356,3500
9599,12990
36852,19395
9235,36994
12552,72995
20549,14980
46937,18387
39296,9200
41496,51500
36490,45000
41818,35557
52626,10700
26273,53600
21885,10995
30491,61900
12592,39999
24147,16800
12946,46500
23542,42700
41458,24999
29747,55000
34828,9900
23707,85000
24983,51000
13573,4700
35813,47999
11595,34999
43264,30950
40390,28250
39088,25000
26133,12490
11108,32000
41285,26900
15833,8450
40557,15000
14358,15900
47367,43500
38484,47500
8488,42900
53673,52000
28161,18000
25995,65000
35786,5700
30228,30500
43245,57500
38148,15000
43070,68000
243,42500
51946,68500
47950,51999
51958,20995
51166,45985
23186,42000
12226,25999
42021,14000
13497,75000
42603,5800
8016,55000
28745,16600
26919,24980
41691,25495
38339,74995
25727,65000
33100,29000
24484,59950
20025,69995
37601,17995
19359,28499
22245,6700
12052,28500
42947,39999
49019,16500
28667,20000
16780,44800
11513,44400
15053,8500
348,14995
25582,44791
37811,12800
44585,51500
2674,13750
15458,34700
38329,28995
4682,16000
32543,6500
51766,55999
2263,35500
10829,13000
35495,32300
22185,12000
33261,7500
19652,7999
43845,52000
3007,14000
26842,5500
34181,31700
37050,6750
52069,35000
20417,34500
11776,27000
38855,16499
35738,5500
5780,21500
46485,54500
21183,25000
29613,42000
20378,19999
12137,33591
33673,26000
51116,14900
34848,18200
44773,24000
18076,29000
33288,18800
43273,17500
18302,26999
44866,20800
24677,17000
11923,3600
2159,15000
7290,7500
24026,19999
2038,75000
19336,15000
25382,28500
46197,49999
53055,14500
53198,8900
30799,25999
23898,29950
29022,65000
337,81330
3873,20000
28546,20500
26266,17950
24413,75500
48623,3600
26187,31621
20479,25900
12564,54995
27485,21500
53900,5750
15564,18500
53740,6500
41085,14000
8349,18853
51308,29950
25162,29800
22953,60867
36893,6250
6461,5800
46688,82000
20828,27000
20065,41999
12265,16000
42175,11000
2616,9000
678,11900
24409,16500
10888,21000
1300,15495
16732,38500
37630,34500
5904,18000
26862,26500
9052,6700
34658,82950
49734,32850
5798,15000
46872,36999
14552,23000
15371,67000
29035,47999
20578,54500
52560,26500
27355,63900
51456,11498
43457,20000
52467,74995
52408,15500
45238,27000
51982,52500
19194,19000
7630,47995
3417,45999
49382,21900
35566,44600
4342,34999
26343,15750
2181,19950
17365,54490
43657,8900
21050,25000
35168,55000
53940,19995
30258,23500
32357,24900
49044,13999
16910,46500
47848,29000
2855,45000
35497,22500
12149,10500
31140,17500
28513,34999
38902,45500
11995,6500
44256,24995
16612,83000
46839,7200
51926,12000
5751,32100
28820,29000
4180,41000
14176,29900
49684,9499
50315,29800
31586,87500
25823,9500
1426,31700
53089,25500
5687,24500
24524,70999
27178,38000
53584,35000
22530,84500
47261,6999
43243,4000
49590,47000
27681,33995
283,7500
40947,69900
9342,11995
23277,36950
22593,17000
18907,19000
17320,12000
40082,16000
6855,28500
14029,42000
16033,14500
7518,13500
46102,19950
29970,17900
46244,20499
36891,46995
25171,54500
4151,27000
14424,7200
21,33500
23208,50000
51481,10000
37476,37999
51538,10700
24495,47500
9639,30000
24329,86900
12415,7500
40763,8000
6121,21000
20403,11100
39500,22500
44722,30900
47439,78900
51957,30000
16019,7599
20057,12000
28383,46995
13172,30900
7424,8900
22365,15000
27912,12500
1353,13349
54190,9750
26338,15500
44887,15500
33322,6399
4415,9950
18444,26950
53173,13000
20508,16995
43668,38500
31627,18795
28225,23800
4049,51950
42380,60000
5382,20000
19600,63500
113,26999
47627,17900
38015,42900
4688,3000
53898,45000
39244,26000
39164,25695
3635,31000
45959,22000
46764,4500
14911,10995
27255,26000
13135,33610
34302,74000
5542,24995
21667,28000
41151,21000
36620,34562
24123,13900
53960,7495
29237,27800
6791,16000
20038,29000
44902,51900
40153,9500
38870,10000
14212,20995
30633,25500
17621,37500
16754,85000
19845,41995
42085,30500
8836,8300
20415,15000
38578,7200
19053,32850
34081,50500
40963,64250
12742,25000
48997,38999
54120,7900
25677,6500
52030,67900
6955,44850
34962,27500
49380,22000
19806,77900
43711,52500
26460,14990
42026,32500
6976,89000
9348,4300
37383,78000
19710,38995
9828,34600
19695,7500
8323,19000
36742,38005
16635,84645
44549,26000
24046,14000
9821,26999
43156,41899
38674,36500
38777,50000
31623,30989
36528,16500
32586,7500
9007,11900
7158,62900
8805,15900
19026,17900
734,15499
46205,67250
32424,25990
25323,9499
18838,15000
32343,49000
6673,32999
43074,24950
26384,27500
46507,13999
5665,33490
48498,17000
2075,43000
15091,3950
7467,30000
52353,17500
44447,27000
40272,47350
13499,43666
14681,36500
31119,46000
25801,6500
41576,28000
11004,78900
46,8950
32349,38490
11751,15999
16075,9500
24740,41999
47353,13450
41280,19995
10129,4900
17400,40000
42588,44900
51517,24000
23648,23500
38305,44850
32551,66200
28912,27000
15525,26000
13407,31999
25983,43000
39284,75000
10234,35000
46648,65000
30125,7750
38825,11000
25342,63500
17383,6999
1186,35000
19034,42000
47194,33500
8642,23500
5133,15500
42322,23500
34789,11000
15828,46900
19855,17800
28550,26450
29670,49000
30347,31000
34206,19500
42352,22945
32204,29993
20359,55000
53607,51999
33738,45000
17847,24999
32540,38000
49630,33999
31568,22000
45400,11100
47211,61059
14524,6900
37783,32850
12129,32950
26779,16500
878,82499
18758,55000
8147,24000
14814,12999
46720,35500
40894,6250
5494,73600
7554,36500
15147,6950
28853,6950
34759,49500
17770,66000
48844,38500
46405,45000
18500,36500
21592,71995
14242,12000
8594,75500
15845,25900
33087,36000
9321,17900
10797,7945
5861,18900
17821,36750
41912,15900
27115,41000
42566,8500
16173,75000
27938,33000
54031,20000
52573,34000
14759,66000
30776,16900
19403,14995
41191,23000
9169,30000
3824,21999
21456,61500
13299,24000
4281,6950
447,51899
34677,73600
15448,22800
51111,21900
47523,39500
49036,17000
22551,50000
26526,35995
19352,37000
8821,29444
42361,65000
50520,15000
42626,15400
48678,24000
26597,2900
38078,19500
22628,8000
16797,31300
28254,23800
34383,44596
25843,15300
14002,23995
6138,48459
23232,20000
11846,55000
26253,36500
27164,10999
23800,26500
18535,9000
35660,37000
35203,29999
49420,5699
21427,26000
51828,47500
10066,8500
4228,59400
41461,67250
23090,20999
19055,24440
9645,27995
5487,36900
5216,22500
3870,40999
9608,30000
37426,46900
14650,87500
24698,11500
37054,26000
25807,2500
46471,15500
22621,64500
24941,38000
43481,22995
15456,14195
12311,14200
9047,47000
28905,77535
2459,36750
1813,35900
33684,69900
8777,29950
53581,9495
16745,66200
42955,20000
9897,46000
33610,10500
27505,10500
53836,47000
48222,40459
19363,18995
35407,9500
17773,3850
51489,29444
30320,64000
28741,29950
9959,49995
31241,23000
52396,39000
25313,50000
47821,14995
36280,18750
2919,14200
47868,20000
16752,3500
25308,48000
19195,8000
29645,15000
12109,5500
28221,33364
4252,8500
41034,30000
8290,7900
12619,12500
51286,53900
5922,11499
10424,10998
342,54000
43395,11500
9672,23000
11068,52590
47946,6000
30175,29999
11137,8900
3277,14800
39431,27500
5378,10500
32710,27000
23883,18999
49114,16500
27461,13750
13718,76000
7408,9900
49664,24995
31585,28000
18025,31500
33707,55655
12689,44900
48664,26990
3634,31900
49088,17000
21467,32999
26346,9100
37277,15000
8519,49999
8429,18900
11231,10000
51124,27000
52372,62999
5697,26500
20489,17500
54085,31000
40605,17000
394,47500
38160,72900
53350,7900
13766,5990
47587,61500
11808,20000
34387,30000
16098,41400
49246,36500
42839,7500
7635,29500
52219,77500
14615,32000
31603,17000
8509,18900
20141,21900
45291,46500
51978,30750
26068,17000
20548,69000
45271,9995
46367,29995
23617,25099
17397,51900
23976,52500
45723,24900
22238,22500
31820,11500
13687,8000
6574,16995
40220,18000
49455,30990
32016,32500
45347,29995
50152,5700
43972,33500
38153,36995
20747,36250
49792,41999
41050,32000
18253,62499
32684,36999
36063,6500
1408,32000
42525,79500
8072,32500
53043,20499
43705,18000
49824,22999
18096,53000
6963,30000
29528,12000
18120,49750
25821,7500
50827,65000
43394,6500
43697,34900
37305,35000
10194,56900
36505,87500
10516,43000
51591,46000
44967,22000
15257,24000
16285,17500
14126,15500
25935,32000
25934,29995
51226,14300
33030,49999
24144,17000
24318,29000
42095,16500
13181,42500
31410,14000
16003,41000
19902,43000
10145,21000
51244,8500
5984,51800
50003,41899
6327,9500
25449,68495
30781,9888
7122,32000
24279,19995
27849,6900
53608,6500
43095,53800
6798,26500
15580,29900
2762,34000
18642,44000
53863,21000
25515,12433
49118,83000
15420,18995
25187,49500
32387,45000
11608,3550
21519,31000
9872,22500
46741,14990
3141,4500
15574,17500
27147,46000
50819,20500
24401,30500
35613,28900
8215,36139
9352,23750
4128,30000
43769,45498
45517,20900
2821,15000
25951,60200
48257,31300
40418,42999
12917,52590
43646,26095
10248,51000
6274,74500
28662,20800
36000,65990
43600,86500
49303,55000
36247,16750
10357,25000
52025,20900
8324,9995
52820,20500
28218,9950
42609,27500
21953,38000
44015,20500
21575,9875
5137,11500
35518,29500
52591,12995
11450,17000
20766,12500
37187,15999
46356,59500
34619,36500
47161,61500
17817,8900
33804,36000
2287,47000
24804,22000
9356,31500
2392,7500
36204,41885
47585,42442
17272,23800
28232,32000
27696,53000
28605,27798
6941,6499
53253,18000
46135,20000
3978,25000
41414,20000
14656,20199
47844,19795
23329,16000
42044,80000
53689,21500
1111,19500
3482,15900
815,84500
35626,25625
11541,14500
29623,25215
26856,30000
10394,27350
43917,2300
10604,26000
19014,23300
19871,12999
18510,16000
19175,62499
33624,31000
14895,55000
18695,8500
52051,7200
599,14500
20924,16800
14225,65000
23563,7500
36215,34645
47869,15990
46545,53000
23332,55000
44594,11495
13681,19999
47082,18000
32882,24899
9039,36500
1747,15900
2627,65990
20789,45000
4990,17000
29398,7500
37440,32400
44031,16900
33121,15051
43448,12900
6950,19977
33968,54000
26267,27500
53271,22995
47740,10099
10536,32000
41944,69500
41302,12998
52900,52000
16148,17999
24534,25999
46596,37000
28807,39500
29586,45899
13278,43250
19426,12500
42180,12990
29818,8500
49598,20999
25721,21800
47372,29500
35608,31500
23236,11500
53693,7200
50158,39777
1751,47500
27956,48000
50894,12850
28127,41500
48772,42000
5948,25500
40130,39950
13475,33600
10875,18000
6297,34995
40987,50000
52194,14500
30224,7495
23723,19990
53559,12500
9098,27999
24500,18750
14872,33490
22343,40000
37316,60999
26613,44000
26611,27950
4457,14500
26536,46900
6807,47995
10537,52000
12640,34700
6106,34700
41563,21000
47141,26000
26988,29900
38005,11800
33844,32250
16437,12500
36704,34000
17032,36500
10834,64600
11963,15000
4389,65700
1204,37500
9147,32500
11619,22000
21156,46999
23038,32500
50434,18000
47525,24000
52072,9495
37370,6700
37680,8700
45781,3900
34114,43500
12703,51900
9149,57000
46613,47500
35758,68750
1880,31990
43221,29950
35430,9850
15716,5800
17177,22550
31918,7950
1248,29000
42131,48500
42411,30999
20408,63999
12375,28500
4453,21865
2928,29895
21487,33000
21380,13888
31486,17900
29132,18500
10219,38383
17289,32999
7997,75000
33935,21900
48456,74500
42748,12700
12076,32000
9563,28000
27993,4900
22772,35999
50014,19500
26966,13000
1986,10600
3304,39750
27760,32500
9487,17000
16487,35000
18953,22000
21128,15000
52269,30500
48010,11499
49392,68420
306,19500
41682,29500
3198,9900
29411,17000
50477,29995
3409,32000
4177,4495
28361,12000
15484,24995
46487,52000
35803,25000
17391,45000
40607,74900
34222,6000
9667,6700
17645,18800
45415,81500
4539,26000
8612,37000
34827,15500
48660,18000
34390,20995
33850,16900
17600,22000
50409,30499
41269,37000
4975,24000
20850,54900
7827,16750
30034,45900
21503,10995
39895,6900
19074,38532
38857,73000
45127,44000
191,38000
35522,27599
26653,45000
45353,36500
30934,35999
47150,42886
34893,80000
36716,64000
35473,12000
17127,9999
14962,37000
810,39999
47151,26000
23965,27900
15121,45500
23600,26000
21348,24999
11835,23000
53827,18900
41238,76500
5097,17999
46201,27899
49009,32000
16155,34995
11989,18750
3867,47500
2096,41500
1916,15499
2005,8500
38129,10700
29817,11970
33993,44000
43577,22495
42693,16000
20677,24000
53700,13600
28001,4399
49560,19995
33694,38500
8671,16750
21706,49995
4554,15750
31606,48000
10021,29500
15848,30500
38617,17500
10645,27499
42701,34000
19952,33995
6167,79900
50264,89750
30849,17900
48218,59335
5640,12000
47459,48000
23161,21000
1492,12500
24914,72999
49716,51500
36830,30000
49929,39000
4120,25000
16185,14000
51453,59980
51408,10750
37543,13500
2107,5500
4008,25925
23893,17500
25766,36995
2335,34000
40378,25500
38507,26500
34660,32900
53658,28000
3176,43000
19027,29999
628,39860
49583,31999
2729,42500
8705,17800
22289,14999
8152,28450
6030,8700
15927,8999
35664,7900
26424,78000
9727,31985
30113,19500
15228,89000
40781,18500
885,37899
19689,69250
48505,64000
14938,24999
33055,27500
13019,29950
14474,59549
41450,23000
15984,15550
42993,33500
31689,52999
11155,22800
13344,62479
10501,17500
21832,31000
31953,8750
27274,15000
34360,39100
38418,9495
6547,28000
50919,50000
49206,37000
43530,53000
52416,17000
42914,11500
28768,24000
39600,30000
39663,29990
38680,10000
32131,79900
31701,36999
16988,55500
16454,48000
15934,25500
42768,49999
49595,13750
27780,26500
15059,75500
11546,33000
47068,41900
28148,12000
13292,44800
38457,46500
49720,8500
21132,29000
23160,16750
48644,22000
23427,83000
36004,12500
5711,30000
2818,26500
49191,31000
50150,11000
46628,68900
19456,24000
7248,37900
42507,41500
39100,4500
25279,38500
16527,49900
51988,15500
32619,18000
21582,29500
39654,8500
5634,4000
45319,22500
37387,49995
11743,36990
12460,25000
20490,30900
655,61599
53491,35500
9074,5499
4037,4700
1121,84500
28773,28991
10333,49995
53908,62000
3625,8500
10637,52500
53320,44000
51221,35999
20980,60999
35705,54500
40874,76000
34296,14900
11247,27500
43098,30000
50166,15900
39183,14000
4986,12700
50132,36994
12881,18900
42598,22500
9700,50500
11014,29895
20666,36800
24336,51750
4436,29998
19790,28000
16651,18750
4026,79990
45864,34999
26288,27499
34649,76700
42590,37000
20557,26500
41298,35750
39,53000
52214,9000
50796,18900
3427,35500
23023,7900
30910,79999
43663,4999
27224,11495
6999,65000
40967,53000
8566,33000
5659,35297
12903,38000
4253,2900
16419,24995
49078,24999
38593,35000
39510,48000
17955,12700
5982,34995
4388,18900
31891,7945
3940,11995
36851,81500
27649,45000
8382,29500
30536,29000
16495,78000
40493,8800
31312,2000
30953,63100
21723,7999
46308,81500
27497,39750
39897,20800
49557,5000
46607,32000
5130,52999
42774,4500
26201,68969
26157,23000
12195,49500
19349,24000
17420,15000
48217,47500
36737,27500
51608,18900
13081,29500
21507,49599
24549,25500
24141,35500
44232,45000
40872,33600
43725,22500
21940,49995
52748,23000
12805,23000
11211,8000
23790,44999
16661,15900
33172,55000
17891,29990
36166,31450
38590,83000
21919,11500
4083,24440
38873,29000
30676,29900
5339,30000
27753,22989
41078,4200
39149,17900
26761,12980
25743,42500
31908,21500
11739,8000
26322,19999
43949,17899
23789,64000
33408,30500
10807,33242
